96,0 -146,0 -146,0 141,0 148,0 45,0 -123,0 56,0 1,0 64,0 -133,0 92,0 -18,0 80,0 -147,0 37,0 -131,0 51,0 1,0 44,0 -58,0 -16,0 -82,0 2,0 142,0 
131,0772575850226 -155,29727995474832 104,35794589485651 136,65811763649504 179,7529511793593 -102,22714082668172 -44,74109107159441 -130,85321777523947 169,45020396725633 -40,97865296968851 -69,9688347031215 28,747737611044343 -60,79051148053857 16,44232520900068 -108,56753734269853 113,56389636459653 -102,1441724198727 -5,518639600513086 -29,94291505817503 -15,211358713184337 -84,04410792152707 -49,71454016241674 46,134694483138496 30,399369456092096 43,41550061313791 
135,88759268290372 -132,77804055434657 108,18772307458725 141,67326177201218 186,34960986704138 -87,40345905862095 -85,27790466837477 -111,87854585405606 175,66876757244992 -35,0364491088141 -76,92269681941146 29,802735661529073 -56,2504069871641 11,862241062965836 -92,82445178933476 117,73151786202075 -87,33252167654172 -4,718396567507588 -25,6009737650795 -13,005600643452533 -71,8570986768735 -85,25520383487289 47,82776728761271 -33,85824999554945 45,00878315687736 
-28,17507109578123 36,3859813042532 -185,79876299693086 37,42028356069148 -2,458828999683026 91,15585506210539 71,73371036543276 -107,38000178086 113,09864312706605 -120,87981680584653 57,7720215346047 -86,0064904837552 19,08335369832402 -15,765486886357698 140,25407585027332 138,0048954200162 -36,77909061273698 -121,83413701735988 55,95267047817932 -42,4178829611416 67,60359214227452 -252,50443035954717 58,86019110704309 59,801987943616155 52,872738406119936 
-28,17507109578122 36,3859813042532 -185,7987629969308 37,42028356069148 -2,4588289996830253 91,15585506210539 71,73371036543276 -107,38000178085996 113,09864312706605 -120,87981680584649 57,7720215346047 -86,00649048375517 19,08335369832402 -15,765486886357692 140,25407585027332 138,0048954200162 -36,779090612736965 -121,83413701735984 55,95267047817932 -42,417882961141586 67,60359214227452 -252,5044303595471 58,86019110704309 59,801987943616155 52,872738406119936 
-28,175071095781227 36,3859813042532 -185,79876299693083 37,42028356069148 -2,4588289996830257 91,15585506210539 71,73371036543276 -107,38000178085998 113,09864312706605 -120,87981680584652 57,7720215346047 -86,00649048375519 19,08335369832402 -15,765486886357696 140,25407585027332 138,0048954200162 -36,77909061273697 -121,83413701735986 55,95267047817932 -42,41788296114159 67,60359214227452 -252,50443035954714 58,86019110704309 59,801987943616155 52,872738406119936 
-28,175071095781227 36,3859813042532 -185,79876299693083 37,42028356069148 -2,4588289996830257 91,15585506210539 71,73371036543276 -107,38000178085998 113,09864312706605 -120,87981680584652 57,7720215346047 -86,00649048375519 19,08335369832402 -15,765486886357696 140,25407585027332 138,0048954200162 -36,77909061273697 -121,83413701735986 55,95267047817932 -42,41788296114159 67,60359214227452 -252,50443035954714 58,86019110704309 59,801987943616155 52,872738406119936 
-25,156313478376095 38,91548802593925 -161,42746696154538 40,02169364779837 -2,1953830354312727 97,49289311455121 55,33017151383182 -140,51785873291067 120,9611156439209 -107,92840786236296 61,78825832578042 -76,7915093604957 20,41000395542676 -14,076327577105085 150,00435919815325 147,59881863103334 -50,695616618515146 -108,78047947978558 59,84242831890836 -86,98025264387643 77,65090068692462 -225,45038424959566 62,952076050313465 63,95934539424187 3,072447493176402 
-25,156313478376102 38,915488025939254 -161,4274669615454 40,02169364779838 -2,195383035431273 97,49289311455124 55,330171513831836 -140,5178587329107 120,96111564392093 -107,92840786236299 61,78825832578043 -76,79150936049571 20,410003955426763 -14,076327577105088 150,00435919815328 147,59881863103337 -50,69561661851516 -108,78047947978561 59,842428318908375 -86,98025264387644 77,65090068692463 -225,45038424959571 62,95207605031348 63,959345394241886 3,0724474931764028 
-25,1563134783761 38,91548802593925 -161,42746696154538 40,02169364779837 -2,1953830354312727 97,49289311455122 55,33017151383183 -140,51785873291067 120,96111564392092 -107,92840786236297 61,788258325780426 -76,7915093604957 20,41000395542676 -14,076327577105086 150,00435919815325 147,59881863103334 -50,69561661851515 -108,7804794797856 59,84242831890837 -86,98025264387643 77,65090068692462 -225,4503842495957 62,95207605031347 63,95934539424188 3,0724474931764023 
-25,1563134783761 38,91548802593924 -161,42746696154538 40,021693647798365 -2,1953830354312727 97,49289311455121 55,33017151383182 -140,51785873291067 120,9611156439209 -107,92840786236297 61,78825832578042 -76,7915093604957 20,410003955426756 -14,076327577105086 150,00435919815322 147,5988186310333 -50,69561661851515 -108,7804794797856 59,84242831890836 -86,98025264387643 77,6509006869246 -225,4503842495957 62,952076050313465 63,95934539424187 3,072447493176402 
-25,1563134783761 38,91548802593925 -161,42746696154538 40,02169364779837 -2,1953830354312727 97,49289311455124 55,330171513831836 -140,51785873291067 120,96111564392093 -107,92840786236297 61,78825832578043 -76,7915093604957 20,41000395542676 -14,076327577105086 150,00435919815325 147,59881863103334 -50,69561661851515 -108,7804794797856 59,842428318908375 -86,98025264387643 77,65090068692462 -225,4503842495957 62,95207605031348 63,959345394241886 3,0724474931764028 
-24,073027252034546 43,72526744487555 -154,47604493927787 44,9681951098858 -21,239600990843325 115,1605540612935 62,16873203801328 -134,46685046211547 141,52934342013583 -103,28077307403156 69,42500935480945 -78,26938694784278 0,4606786016031006 -13,470169930244102 168,54422381814967 109,66159396745316 -48,512551788052775 -123,23490859309625 67,2386835043914 -83,23469152524059 87,2482030190164 -215,74199449722076 14,552894438554468 71,86443302723805 3,452188194580227 
-24,073027252034546 43,725267444875556 -154,47604493927787 44,968195109885805 -21,239600990843325 115,16055406129352 62,168732038013296 -134,46685046211547 141,52934342013586 -103,28077307403156 69,42500935480946 -78,26938694784278 0,4606786016031007 -13,470169930244102 168,5442238181497 109,66159396745319 -48,512551788052775 -123,23490859309625 67,23868350439142 -83,23469152524059 87,24820301901642 -215,74199449722076 14,552894438554471 71,86443302723806 3,452188194580228 
-24,073027252034546 43,72526744487555 -154,47604493927787 44,9681951098858 -21,239600990843325 115,16055406129351 62,16873203801329 -134,46685046211547 141,52934342013583 -103,28077307403156 69,42500935480945 -78,26938694784278 0,46067860160310065 -13,470169930244102 168,54422381814967 109,66159396745317 -48,512551788052775 -123,23490859309625 67,2386835043914 -83,23469152524059 87,2482030190164 -215,74199449722076 14,55289443855447 71,86443302723805 3,4521881945802275 
-23,48787419541141 53,36617932152801 -150,72113165293032 19,099112542511552 -2,0497788990932384 -3,433945390048235 12,088754174598888 -118,93251983954632 181,14457031395298 -100,77028449185451 148,76719239528418 -69,22728824251061 168,47820457386936 -11,914023768424428 -114,16469894372794 133,84069738920627 -47,333337073336416 -101,56584426148079 82,06402958569788 -65,58094922657996 44,26622980928099 -190,81832401505577 87,53813459293478 65,1335398430837 4,2133554580515575 
-23,48787419541141 53,36617932152801 -150,72113165293032 19,099112542511552 -2,0497788990932384 -3,433945390048235 12,088754174598888 -118,93251983954632 181,14457031395298 -100,77028449185451 148,76719239528418 -69,22728824251061 168,47820457386936 -11,914023768424428 -114,16469894372794 133,84069738920627 -47,333337073336416 -101,56584426148079 82,06402958569788 -65,58094922657996 44,26622980928099 -190,81832401505577 87,53813459293478 65,1335398430837 4,2133554580515575 
-20,934374890936386 158,34140855004844 -188,73674522133993 12,241123458026468 62,14370799210381 -4,300071722377676 7,7480004359165005 -138,5992107524043 163,59663634043883 -62,06459934446104 226,07144489530188 -149,46324015148886 2,603418365405459 15,875386098931598 92,00624215719334 62,4598635807885 -59,27198052266226 -163,65460093633314 95,79876136069079 -82,12209376222533 25,83700884596625 -129,1623981758704 33,53119948469053 41,74579843449766 -1,6906845199006424 
-20,934374890936386 158,34140855004844 -188,73674522133993 12,241123458026468 62,14370799210381 -4,300071722377676 7,7480004359165005 -138,5992107524043 163,59663634043883 -62,06459934446104 226,07144489530188 -149,46324015148886 2,603418365405459 15,875386098931598 92,00624215719334 62,4598635807885 -59,27198052266226 -163,65460093633314 95,79876136069079 -82,12209376222533 25,83700884596625 -129,1623981758704 33,53119948469053 41,74579843449766 -1,6906845199006424 
-20,934374890936386 158,34140855004844 -188,73674522133993 12,241123458026468 62,14370799210381 -4,300071722377676 7,7480004359165005 -138,5992107524043 163,59663634043883 -62,06459934446104 226,07144489530188 -149,46324015148886 2,603418365405459 15,875386098931598 92,00624215719334 62,4598635807885 -59,27198052266226 -163,65460093633314 95,79876136069079 -82,12209376222533 25,83700884596625 -129,1623981758704 33,53119948469053 41,74579843449766 -1,6906845199006424 
-262,75936182593364 144,73356179516477 -140,22872156091856 32,15289854587318 21,17112650417641 82,34143269862534 31,332583090097962 -108,75361222157089 -2,0328233867689756 -48,69976771983595 300,1795101095254 -107,6033007411595 2,3796808195562975 21,079467263916662 122,1666394469026 57,09206838608009 -46,50850427194294 -61,26815036203888 84,70650890756731 31,856823108255533 -112,52261647484637 -101,34889865946134 30,649531143645806 38,15816818061273 -8,274242775522987 
-262,75936182593364 144,73356179516477 -140,22872156091856 32,15289854587318 21,17112650417641 82,34143269862534 31,332583090097962 -108,75361222157089 -2,0328233867689756 -48,69976771983595 300,1795101095254 -107,6033007411595 2,3796808195562975 21,079467263916662 122,1666394469026 57,09206838608009 -46,50850427194294 -61,26815036203888 84,70650890756731 31,856823108255533 -112,52261647484637 -101,34889865946134 30,649531143645806 38,15816818061273 -8,274242775522987 
-232,94947519207045 140,79589804803683 -124,31986007071694 31,27813735435114 20,595138624880402 80,10122752159235 30,480139641546877 -140,7431133751917 2,8864507357197593 -87,5023402863425 292,01273828460654 -77,66476060428646 7,1789070579759136 20,505973092804044 118,84293801033236 55,53880482271544 -41,232143307207465 -54,31731670242309 82,40195877327884 30,99011703195806 -99,75699542312948 -134,17845997424564 49,27154513874377 37,12002586145764 -7,335535064386137 
-220,13164487345892 139,4570504272156 -108,69934872793226 30,98070923065462 97,4377895813967 1,3038997263872343 25,57602395207157 -161,5160759215909 83,26811404430565 -40,79915516092866 240,97069994541255 -53,01185693010566 140,32913452682433 -32,83092124295712 -70,132072223784 62,13918120512751 -17,509362057831083 -56,561929230833066 57,33286888887573 -58,88302533564973 -94,2679586293187 -84,906964353187 89,97087318240474 31,233655289323792 -0,7496853124225596 
-220,131644873459 139,4570504272156 -108,6993487279323 30,98070923065462 97,4377895813967 1,3038997263872343 25,57602395207157 -161,51607592159098 83,26811404430565 -40,799155160928684 240,97069994541255 -53,01185693010568 140,32913452682433 -32,83092124295713 -70,13207222378402 62,13918120512751 -17,50936205783109 -56,561929230833094 57,33286888887573 -58,883025335649755 -94,26795862931874 -84,90696435318705 89,97087318240474 31,233655289323792 -0,74968531242256 
-211,63205895501747 13,778660095791693 -105,81312384799618 127,41393093900213 75,60523230901596 -2,249793153516386 26,691064597396792 -179,30129895470816 67,86746055769444 -51,46972023894254 284,5105847081713 -56,89584243328294 141,03559783744842 -1,2324950261653618 7,1296934075476095 70,92097537900639 -22,770000999348564 -50,40598924101033 65,30239378268203 -99,89183998399984 -37,19257352264888 -180,08540695921218 83,82163494404631 35,92277144219693 -1,0598566841512762 
-211,63205895501744 13,778660095791691 -105,81312384799617 127,41393093900211 75,60523230901595 -2,2497931535163858 26,69106459739679 -179,30129895470813 67,86746055769443 -51,469720238942536 284,5105847081712 -56,89584243328293 141,0355978374484 -1,2324950261653616 7,129693407547609 70,92097537900638 -22,77000099934856 -50,405989241010325 65,30239378268202 -99,89183998399983 -37,19257352264887 -180,08540695921215 83,8216349440463 35,922771442196925 -1,059856684151276 
-237,84732632274313 13,377339898826888 -96,19374895272378 123,70284557184674 73,40313816409316 -2,0452665031967143 21,05928601689009 -208,45572632246194 65,8907384055286 -46,79065476267503 276,22386864871 -51,7234931211663 156,34524061888197 -1,1204500237866923 2,067663502473407 68,85531590194796 -20,70000090849869 -45,82362658273666 63,40038231328353 -90,81076362181803 -33,81143047513534 -163,7140063265565 100,79770382917118 34,87647712834654 -0,9635060765011599 
-230,95727891820763 12,588418584629396 -91,38519499447698 116,4075378173455 39,47247025874323 -1,9430272782295115 24,940875094435285 -198,03539632347503 62,004868095775066 82,99429855077379 259,9337168610466 -49,137927943699616 147,12486544486194 -1,064440725307795 1,9457241767160824 65,25297548470576 -19,665244779457566 -54,114238699793624 59,66137939390602 -75,4728978221716 -110,89655875039826 -160,15193384599547 94,8532142987846 32,819655938276696 -7,17585991878687 
-230,95727891820763 12,588418584629396 -91,38519499447698 116,4075378173455 39,47247025874323 -1,9430272782295115 24,940875094435285 -198,03539632347503 62,004868095775066 82,99429855077379 259,9337168610466 -49,137927943699616 147,12486544486194 -1,064440725307795 1,9457241767160824 65,25297548470576 -19,665244779457566 -54,114238699793624 59,66137939390602 -75,4728978221716 -110,89655875039826 -160,15193384599547 94,8532142987846 32,819655938276696 -7,17585991878687 
-230,95727891820763 12,588418584629396 -91,38519499447698 116,4075378173455 39,47247025874323 -1,9430272782295115 24,940875094435285 -198,03539632347503 62,004868095775066 82,99429855077379 259,9337168610466 -49,137927943699616 147,12486544486194 -1,064440725307795 1,9457241767160824 65,25297548470576 -19,665244779457566 -54,114238699793624 59,66137939390602 -75,4728978221716 -110,89655875039826 -160,15193384599547 94,8532142987846 32,819655938276696 -7,17585991878687 
-230,95727891820763 12,588418584629396 -91,38519499447698 116,4075378173455 39,47247025874323 -1,9430272782295115 24,940875094435285 -198,03539632347503 62,004868095775066 82,99429855077379 259,9337168610466 -49,137927943699616 147,12486544486194 -1,064440725307795 1,9457241767160824 65,25297548470576 -19,665244779457566 -54,114238699793624 59,66137939390602 -75,4728978221716 -110,89655875039826 -160,15193384599547 94,8532142987846 32,819655938276696 -7,17585991878687 
-222,41883534347525 13,134977735417905 -88,0067029431284 121,46167584009244 41,1862708985222 -1,8711939553871344 26,02374848475782 -190,71406804480844 12,526090874287245 86,59771331103491 271,2194197151241 -47,32130875294819 148,2955885774977 -1,0250885684316027 -51,092870048860036 68,08610425521638 10,783465676027584 -52,113646313651856 67,46882247126753 -72,68268015726582 -106,79673555384248 -159,04630047948285 98,97151493425957 34,244607226494736 -6,910569838717802 
-222,41883534347525 13,134977735417902 -88,0067029431284 121,46167584009241 41,186270898522196 -1,8711939553871344 26,023748484757814 -190,71406804480844 12,526090874287242 86,5977133110349 271,21941971512405 -47,32130875294819 148,29558857749768 -1,0250885684316027 -51,092870048860036 68,08610425521637 10,783465676027582 -52,113646313651856 67,46882247126752 -72,68268015726582 -106,79673555384248 -159,04630047948285 98,97151493425955 34,24460722649473 -6,910569838717802 
-222,41883534347525 13,134977735417905 -88,0067029431284 121,46167584009244 41,1862708985222 -1,8711939553871344 26,02374848475782 -190,71406804480844 12,526090874287245 86,59771331103491 271,2194197151241 -47,32130875294819 148,2955885774977 -1,0250885684316027 -51,092870048860036 68,08610425521638 10,783465676027584 -52,113646313651856 67,46882247126753 -72,68268015726582 -106,79673555384248 -159,04630047948285 98,97151493425957 34,244607226494736 -6,910569838717802 
-222,41883534347525 13,134977735417902 -88,0067029431284 121,46167584009241 41,186270898522196 -1,8711939553871344 26,023748484757814 -190,71406804480844 12,526090874287242 86,5977133110349 271,21941971512405 -47,32130875294819 148,29558857749768 -1,0250885684316027 -51,092870048860036 68,08610425521637 10,783465676027582 -52,113646313651856 67,46882247126752 -72,68268015726582 -106,79673555384248 -159,04630047948285 98,97151493425955 34,24460722649473 -6,910569838717802 
-222,41883534347525 13,134977735417905 -88,0067029431284 121,46167584009244 41,1862708985222 -1,8711939553871344 26,02374848475782 -190,71406804480844 12,526090874287245 86,59771331103491 271,2194197151241 -47,32130875294819 148,2955885774977 -1,0250885684316027 -51,092870048860036 68,08610425521638 10,783465676027584 -52,113646313651856 67,46882247126753 -72,68268015726582 -106,79673555384248 -159,04630047948285 98,97151493425957 34,244607226494736 -6,910569838717802 
-232,83661140467973 8,563134458334638 -75,21940422489607 75,22281667378151 43,35396936686547 -1,5993110729804567 27,393419457639812 -163,00347696137473 13,185358815039205 91,15548769582621 264,44149443697273 -40,44556303670786 135,04798797631338 -0,8761440755825664 -43,669119699880376 119,03800447917514 11,351016501081666 -104,37063787491611 71,01981312765002 -104,85699158740668 -91,27926115713034 -135,93700895682295 104,1805420360627 36,04695497525761 -5,906469947622053 
-232,8366114046797 8,56313445833464 -75,21940422489605 75,22281667378152 43,35396936686548 -1,5993110729804565 27,39341945763982 -163,0034769613747 13,185358815039208 91,15548769582622 264,4414944369728 -40,44556303670785 135,0479879763134 -0,8761440755825662 -43,66911969988037 119,03800447917517 11,351016501081668 -104,3706378749161 71,01981312765004 -104,85699158740667 -91,27926115713032 -135,93700895682292 104,18054203606273 36,04695497525762 -5,906469947622052 
-232,8366114046797 8,563134458334638 -75,21940422489605 75,22281667378151 43,35396936686547 -1,5993110729804565 27,393419457639812 -163,0034769613747 13,185358815039205 91,15548769582621 264,44149443697273 -40,44556303670785 135,04798797631338 -0,8761440755825662 -43,66911969988037 119,03800447917514 11,351016501081666 -104,3706378749161 71,01981312765002 -104,85699158740667 -91,27926115713032 -135,93700895682292 104,1805420360627 36,04695497525761 -5,906469947622052 
-232,8366114046797 8,56313445833464 -75,21940422489605 75,22281667378152 43,35396936686548 -1,5993110729804565 27,39341945763982 -163,0034769613747 13,185358815039208 91,15548769582622 264,4414944369728 -40,44556303670785 135,0479879763134 -0,8761440755825662 -43,66911969988037 119,03800447917517 11,351016501081668 -104,3706378749161 71,01981312765004 -104,85699158740667 -91,27926115713032 -135,93700895682292 104,18054203606273 36,04695497525762 -5,906469947622052 
-232,8366114046797 8,563134458334638 -75,21940422489605 75,22281667378151 43,35396936686547 -1,5993110729804565 27,393419457639812 -163,0034769613747 13,185358815039205 91,15548769582621 264,44149443697273 -40,44556303670785 135,04798797631338 -0,8761440755825662 -43,66911969988037 119,03800447917514 11,351016501081666 -104,3706378749161 71,01981312765002 -104,85699158740667 -91,27926115713032 -135,93700895682292 104,1805420360627 36,04695497525761 -5,906469947622052 
