96,0 -146,0 -146,0 141,0 148,0 45,0 -123,0 56,0 1,0 64,0 -133,0 92,0 -18,0 80,0 -147,0 37,0 -131,0 51,0 1,0 44,0 -58,0 -16,0 -82,0 2,0 142,0 
-122,99069936892809 -60,072071853144124 -46,03784292378314 67,03317168441988 116,98670253227178 -103,72891176268134 58,260522627043926 -119,59206507978712 -21,999885194885216 -36,02715827414498 379,9964984846163 29,324877122185857 113,49784449810046 38,23684922147446 -35,453341342709 65,17014140640343 -69,79010097851821 32,31207915826118 -16,055501501488774 -31,8346135666999 -187,186580341863 -126,25908912870013 25,896899367125126 73,28441389809754 -22,972138682667048 
-122,99069936892809 -60,072071853144124 -46,03784292378314 67,03317168441988 116,98670253227178 -103,72891176268134 58,260522627043926 -119,59206507978712 -21,999885194885216 -36,02715827414498 379,9964984846163 29,324877122185857 113,49784449810046 38,23684922147446 -35,453341342709 65,17014140640343 -69,79010097851821 32,31207915826118 -16,055501501488774 -31,8346135666999 -187,186580341863 -126,25908912870013 25,896899367125126 73,28441389809754 -22,972138682667048 
-122,99069936892809 -60,072071853144124 -46,03784292378314 67,03317168441988 116,98670253227178 -103,72891176268134 58,260522627043926 -119,59206507978712 -21,999885194885216 -36,02715827414498 379,9964984846163 29,324877122185857 113,49784449810046 38,23684922147446 -35,453341342709 65,17014140640343 -69,79010097851821 32,31207915826118 -16,055501501488774 -31,8346135666999 -187,186580341863 -126,25908912870013 25,896899367125126 73,28441389809754 -22,972138682667048 
-122,99069936892809 -60,072071853144124 -46,03784292378314 67,03317168441988 116,98670253227178 -103,72891176268134 58,260522627043926 -119,59206507978712 -21,999885194885216 -36,02715827414498 379,9964984846163 29,324877122185857 113,49784449810046 38,23684922147446 -35,453341342709 65,17014140640343 -69,79010097851821 32,31207915826118 -16,055501501488774 -31,8346135666999 -187,186580341863 -126,25908912870013 25,896899367125126 73,28441389809754 -22,972138682667048 
-122,99069936892809 -60,072071853144124 -46,03784292378314 67,03317168441988 116,98670253227178 -103,72891176268134 58,260522627043926 -119,59206507978712 -21,999885194885216 -36,02715827414498 379,9964984846163 29,324877122185857 113,49784449810046 38,23684922147446 -35,453341342709 65,17014140640343 -69,79010097851821 32,31207915826118 -16,055501501488774 -31,8346135666999 -187,186580341863 -126,25908912870013 25,896899367125126 73,28441389809754 -22,972138682667048 
-120,49936028827008 -58,85523268537171 -45,10528560153254 73,20628245719489 127,76005333048921 -101,62774563390509 63,62575674649851 -117,16956982609202 -21,554248459447205 -35,297380593117296 414,9905233750927 -20,256320953057237 123,94990500713364 41,75809549275777 -34,735187081612786 65,71123305971088 -68,37641029375105 35,287711057071974 -15,730276110012323 -31,189761416876273 -183,39486889235295 -123,7015444960685 28,28175487146085 25,428684602589747 -22,506807668532797 
-120,49936028827011 -58,855232685371725 -45,10528560153255 73,20628245719486 127,76005333048917 -101,62774563390512 63,62575674649849 -117,16956982609204 -21,55424845944721 -35,2973805931173 414,9905233750926 -20,25632095305724 123,9499050071336 41,758095492757754 -34,73518708161279 65,71123305971085 -68,37641029375106 35,28771105707196 -15,730276110012326 -31,18976141687628 -183,39486889235297 -123,70154449606852 28,28175487146084 25,42868460258974 -22,5068076685328 
-120,4993602882701 -58,85523268537172 -45,10528560153254 73,20628245719487 127,7600533304892 -101,6277456339051 63,6257567464985 -117,16956982609203 -21,554248459447205 -35,297380593117296 414,9905233750927 -20,256320953057237 123,94990500713362 41,75809549275776 -34,735187081612786 65,71123305971086 -68,37641029375105 35,28771105707197 -15,730276110012325 -31,189761416876276 -183,39486889235295 -123,70154449606851 28,281754871460848 25,428684602589747 -22,506807668532797 
-120,4993602882701 -58,85523268537172 -45,10528560153254 73,20628245719486 127,76005333048919 -101,6277456339051 63,625756746498496 -117,16956982609203 -21,554248459447205 -35,297380593117296 414,99052337509266 -20,256320953057237 123,94990500713361 41,758095492757754 -34,735187081612786 65,71123305971085 -68,37641029375105 35,28771105707196 -15,730276110012325 -31,189761416876276 -183,39486889235295 -123,70154449606851 28,281754871460844 25,428684602589744 -22,506807668532797 
-120,4993602882701 -58,85523268537172 -45,10528560153254 73,20628245719486 127,76005333048919 -101,6277456339051 63,625756746498496 -117,16956982609203 -21,554248459447205 -35,297380593117296 414,99052337509266 -20,256320953057237 123,94990500713361 41,758095492757754 -34,735187081612786 65,71123305971085 -68,37641029375105 35,28771105707196 -15,730276110012325 -31,189761416876276 -183,39486889235295 -123,70154449606851 28,281754871460844 25,428684602589744 -22,506807668532797 
-163,15728257250728 -51,536107832891595 -43,16295272873928 73,20628245719486 127,76005333048919 -97,25143122861732 63,625756746498496 -92,98523428334165 -39,76483106167197 -33,77739769676296 414,99052337509266 -19,38403918952846 123,94990500713361 41,758095492757754 -33,23941347522754 65,71123305971085 -65,43197157296751 35,28771105707196 -15,052895799054856 -29,846661642943804 -175,49748219363917 -118,37468372829522 28,281754871460844 25,428684602589744 -21,53761499381129 
-163,15728257250728 -51,536107832891595 -43,16295272873928 73,20628245719486 127,76005333048919 -97,25143122861732 63,625756746498496 -92,98523428334165 -39,76483106167197 -33,77739769676296 414,99052337509266 -19,38403918952846 123,94990500713361 41,758095492757754 -33,23941347522754 65,71123305971085 -65,43197157296751 35,28771105707196 -15,052895799054856 -29,846661642943804 -175,49748219363917 -118,37468372829522 28,281754871460844 25,428684602589744 -21,53761499381129 
-163,15728257250728 -51,536107832891595 -43,16295272873928 73,20628245719486 127,76005333048919 -97,25143122861732 63,625756746498496 -92,98523428334165 -39,76483106167197 -33,77739769676296 414,99052337509266 -19,38403918952846 123,94990500713361 41,758095492757754 -33,23941347522754 65,71123305971085 -65,43197157296751 35,28771105707196 -15,052895799054856 -29,846661642943804 -175,49748219363917 -118,37468372829522 28,281754871460844 25,428684602589744 -21,53761499381129 
-163,15728257250728 -51,536107832891595 -43,16295272873928 73,20628245719486 127,76005333048919 -97,25143122861732 63,625756746498496 -92,98523428334165 -39,76483106167197 -33,77739769676296 414,99052337509266 -19,38403918952846 123,94990500713361 41,758095492757754 -33,23941347522754 65,71123305971085 -65,43197157296751 35,28771105707196 -15,052895799054856 -29,846661642943804 -175,49748219363917 -118,37468372829522 28,281754871460844 25,428684602589744 -21,53761499381129 
-163,15728257250728 -51,536107832891595 -43,16295272873928 73,20628245719486 127,76005333048919 -97,25143122861732 63,625756746498496 -92,98523428334165 -39,76483106167197 -33,77739769676296 414,99052337509266 -19,38403918952846 123,94990500713361 41,758095492757754 -33,23941347522754 65,71123305971085 -65,43197157296751 35,28771105707196 -15,052895799054856 -29,846661642943804 -175,49748219363917 -118,37468372829522 28,281754871460844 25,428684602589744 -21,53761499381129 
-160,79166907742453 -50,78888705150018 -47,464639241644356 75,8840571393672 132,4333221363654 -95,84138507864978 65,95309034180094 -91,63704361973244 -39,188281737571934 -33,287660024252204 430,17024674767407 -19,10299047400095 128,4838043713015 43,285543235396844 -27,829970902043396 68,11485021271281 -64,48327499919309 -14,498975821269001 -14,834644226824276 -29,413915617437162 -172,95294844262 -116,6583720510683 29,31625853180563 26,35882728357584 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 75,88405713936719 132,43332213636538 -95,84138507864978 65,95309034180093 -91,63704361973244 -39,188281737571934 -33,287660024252204 430,17024674767396 -19,10299047400095 128,48380437130146 43,28554323539684 -27,829970902043396 68,1148502127128 -64,48327499919309 -14,498975821269001 -14,834644226824276 -29,413915617437162 -172,95294844262 -116,6583720510683 29,316258531805623 26,358827283575835 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 75,8840571393672 132,4333221363654 -95,84138507864978 65,95309034180094 -91,63704361973244 -39,188281737571934 -33,287660024252204 430,17024674767407 -19,10299047400095 128,4838043713015 43,285543235396844 -27,829970902043396 68,11485021271281 -64,48327499919309 -14,498975821269001 -14,834644226824276 -29,413915617437162 -172,95294844262 -116,6583720510683 29,31625853180563 26,35882728357584 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 75,88405713936719 132,43332213636538 -95,84138507864978 65,95309034180093 -91,63704361973244 -39,188281737571934 -33,287660024252204 430,17024674767396 -19,10299047400095 128,48380437130146 43,28554323539684 -27,829970902043396 68,1148502127128 -64,48327499919309 -14,498975821269001 -14,834644226824276 -29,413915617437162 -172,95294844262 -116,6583720510683 29,316258531805623 26,358827283575835 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 75,8840571393672 132,4333221363654 -95,84138507864978 65,95309034180094 -91,63704361973244 -39,188281737571934 -33,287660024252204 430,17024674767407 -19,10299047400095 128,4838043713015 43,285543235396844 -27,829970902043396 68,11485021271281 -64,48327499919309 -14,498975821269001 -14,834644226824276 -29,413915617437162 -172,95294844262 -116,6583720510683 29,31625853180563 26,35882728357584 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 74,39613445035998 129,83659032976996 -95,84138507864978 84,26773562921659 -91,63704361973244 -39,188281737571934 -33,287660024252204 421,73553602713133 -19,10299047400095 125,96451408951123 42,436807093526305 -27,829970902043396 66,7792649144243 -64,48327499919309 -14,498975821269001 -19,834644226824274 -29,413915617437162 -172,95294844262 -111,6583720510683 28,74142993314277 25,841987532917486 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 74,39613445035998 129,83659032976996 -95,84138507864978 84,26773562921659 -91,63704361973244 -39,188281737571934 -33,287660024252204 421,73553602713133 -19,10299047400095 125,96451408951123 42,436807093526305 -27,829970902043396 66,7792649144243 -64,48327499919309 -14,498975821269001 -19,834644226824274 -29,413915617437162 -172,95294844262 -111,6583720510683 28,74142993314277 25,841987532917486 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 74,39613445035998 129,83659032976996 -95,84138507864978 84,26773562921659 -91,63704361973244 -39,188281737571934 -33,287660024252204 421,73553602713133 -19,10299047400095 125,96451408951123 42,436807093526305 -27,829970902043396 66,7792649144243 -64,48327499919309 -14,498975821269001 -19,834644226824274 -29,413915617437162 -172,95294844262 -111,6583720510683 28,74142993314277 25,841987532917486 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 74,39613445035998 129,83659032976996 -95,84138507864978 84,26773562921659 -91,63704361973244 -39,188281737571934 -33,287660024252204 421,73553602713133 -19,10299047400095 125,96451408951123 42,436807093526305 -27,829970902043396 66,7792649144243 -64,48327499919309 -14,498975821269001 -19,834644226824274 -29,413915617437162 -172,95294844262 -111,6583720510683 28,74142993314277 25,841987532917486 -21,225341634768217 
-160,79166907742453 -50,78888705150018 -47,464639241644356 74,39613445035998 129,83659032976996 -95,84138507864978 84,26773562921659 -91,63704361973244 -39,188281737571934 -33,287660024252204 421,73553602713133 -19,10299047400095 125,96451408951123 42,436807093526305 -27,829970902043396 66,7792649144243 -64,48327499919309 -14,498975821269001 -19,834644226824274 -29,413915617437162 -172,95294844262 -111,6583720510683 28,74142993314277 25,841987532917486 -21,225341634768217 
-160,10712579640406 -50,572661972296174 -47,262566584115795 76,36046676680078 133,26475514136277 -95,43335662434166 86,4927146224492 -91,24691443665728 -39,02144426948598 17,1536073848712 432,870909504934 -19,021662729526337 129,29044180845594 -7,530993894442201 -57,583769601629385 68,54248378471509 -64,20874838415038 -14,437248888915631 -19,75020159049362 -29,288690856602546 -172,21663057572812 -111,18300545529999 29,50030967945623 26,524311306954974 -21,134978339910894 
-160,1071257964041 -50,57266197229619 -47,2625665841158 76,36046676680077 133,26475514136274 -95,43335662434167 86,49271462244918 -91,24691443665729 -39,02144426948599 17,153607384871197 432,87090950493393 -19,02166272952634 129,2904418084559 -7,530993894442203 -57,5837696016294 68,54248378471507 -64,2087483841504 -14,437248888915635 -19,750201590493624 -29,288690856602553 -172,21663057572815 -111,18300545530002 29,500309679456226 26,52431130695497 -21,134978339910898 
-160,10712579640406 -50,57266197229618 -47,262566584115795 76,36046676680078 133,26475514136277 -95,43335662434166 86,4927146224492 -91,24691443665728 -39,02144426948598 17,1536073848712 432,87090950493405 -19,021662729526337 129,29044180845594 -7,530993894442202 -57,58376960162939 68,54248378471509 -64,20874838415038 -14,437248888915633 -19,75020159049362 -29,28869085660255 -172,21663057572812 -111,1830054553 29,500309679456233 26,524311306954978 -21,134978339910894 
-160,1071257964041 -50,572661972296196 -47,2625665841158 76,36046676680077 133,26475514136274 -95,43335662434167 86,49271462244918 -91,24691443665729 -39,02144426948599 17,153607384871197 432,870909504934 -19,02166272952634 129,2904418084559 -7,5309938944422035 -57,583769601629406 68,54248378471507 -64,2087483841504 -14,437248888915637 -19,750201590493624 -29,288690856602557 -172,21663057572815 -111,18300545530003 29,50030967945623 26,524311306954974 -21,134978339910898 
-160,10712579640406 -50,57266197229619 -47,262566584115795 76,36046676680077 133,26475514136274 -95,43335662434166 86,49271462244918 -91,24691443665728 -39,02144426948598 17,153607384871197 432,870909504934 -19,021662729526337 129,2904418084559 -7,530993894442203 -57,5837696016294 68,54248378471507 -64,20874838415038 -14,437248888915635 -19,75020159049362 -29,288690856602553 -172,21663057572812 -111,18300545530002 29,50030967945623 26,524311306954974 -21,134978339910894 
-156,96777038863144 -49,581041149309996 -46,335849592270385 78,31842745312899 136,68180014498742 -93,56211433758986 83,58227140764018 -89,45775925162478 -38,256317911260766 17,593443471662766 423,45734308198354 -18,648688950516018 132,60558134200605 -7,383327347492356 -56,454676080028825 70,29998336893853 -82,55759645504939 -14,154165577368271 -19,36294273577806 -28,71440280059074 -168,83983389777268 -109,00294652480395 30,25672787636536 27,20442185328715 -20,72056699991264 
-156,9677703886314 -49,58104114930998 -46,33584959227038 78,31842745312899 136,68180014498742 -93,56211433758985 83,58227140764018 -89,45775925162476 -38,25631791126076 17,593443471662766 423,45734308198354 -18,648688950516014 132,60558134200605 -7,383327347492354 -56,45467608002881 70,29998336893853 -82,55759645504938 -14,154165577368268 -19,362942735778056 -28,714402800590733 -168,83983389777265 -109,00294652480392 30,25672787636536 27,20442185328715 -20,720566999912638 
-156,96777038863144 -49,581041149309996 -46,335849592270385 78,31842745312899 136,68180014498742 -93,56211433758986 83,58227140764018 -89,45775925162478 -38,256317911260766 17,593443471662766 423,45734308198354 -18,648688950516018 132,60558134200605 -7,383327347492356 -56,454676080028825 70,29998336893853 -82,55759645504939 -14,154165577368271 -19,36294273577806 -28,71440280059074 -168,83983389777268 -109,00294652480395 30,25672787636536 27,20442185328715 -20,72056699991264 
-156,9677703886314 -49,58104114930998 -46,33584959227038 78,31842745312899 136,68180014498742 -93,56211433758985 83,58227140764018 -89,45775925162476 -38,25631791126076 17,593443471662766 423,45734308198354 -18,648688950516014 132,60558134200605 -7,383327347492354 -56,45467608002881 70,29998336893853 -82,55759645504938 -14,154165577368268 -19,362942735778056 -28,714402800590733 -168,83983389777265 -109,00294652480392 30,25672787636536 27,20442185328715 -20,720566999912638 
-156,96777038863144 -49,581041149309996 -46,335849592270385 78,31842745312899 136,68180014498742 -93,56211433758986 83,58227140764018 -89,45775925162478 -38,256317911260766 17,593443471662766 423,45734308198354 -18,648688950516018 132,60558134200605 -7,383327347492356 -56,454676080028825 70,29998336893853 -82,55759645504939 -14,154165577368271 -19,36294273577806 -28,71440280059074 -168,83983389777268 -109,00294652480395 30,25672787636536 27,20442185328715 -20,72056699991264 
-143,6387312756474 -45,370828854738924 -42,40120523808486 82,19856310150656 143,4534366866478 -85,61721534073475 66,73233258629764 -81,86138472790805 -99,06364930104688 18,465076743831933 444,43672157426727 -17,065121165792583 139,17526947379187 -6,756366419430285 -51,66078378151116 73,78286064853425 -75,54715456943919 -12,952253706381676 -17,718723540788787 -26,27609717206935 -154,50266936851122 -99,7468773708469 31,755739185122867 -20,8598740721226 -18,961064094945307 
-143,6387312756474 -45,370828854738924 -42,40120523808486 82,19856310150655 143,45343668664776 -85,61721534073475 66,73233258629763 -81,86138472790805 -99,06364930104688 18,46507674383193 444,43672157426715 -17,065121165792583 139,17526947379184 -6,756366419430285 -51,66078378151116 73,78286064853424 -75,54715456943919 -12,952253706381676 -17,718723540788787 -26,27609717206935 -154,50266936851122 -99,7468773708469 31,75573918512286 -20,8598740721226 -18,961064094945307 
-143,6387312756474 -45,370828854738924 -42,40120523808486 82,19856310150656 143,4534366866478 -85,61721534073475 66,73233258629764 -81,86138472790805 -99,06364930104688 18,465076743831933 444,43672157426727 -17,065121165792583 139,17526947379187 -6,756366419430285 -51,66078378151116 73,78286064853425 -75,54715456943919 -12,952253706381676 -17,718723540788787 -26,27609717206935 -154,50266936851122 -99,7468773708469 31,755739185122867 -20,8598740721226 -18,961064094945307 
-143,6387312756474 -45,370828854738924 -42,40120523808486 82,19856310150655 143,45343668664776 -85,61721534073475 66,73233258629763 -81,86138472790805 -99,06364930104688 18,46507674383193 444,43672157426715 -17,065121165792583 139,17526947379184 -6,756366419430285 -51,66078378151116 73,78286064853424 -75,54715456943919 -12,952253706381676 -17,718723540788787 -26,27609717206935 -154,50266936851122 -99,7468773708469 31,75573918512286 -20,8598740721226 -18,961064094945307 
-143,6387312756474 -45,370828854738924 -42,40120523808486 82,19856310150655 143,45343668664776 -85,61721534073475 66,73233258629763 -81,86138472790805 -99,06364930104688 18,46507674383193 444,43672157426715 -17,065121165792583 139,17526947379184 -6,756366419430285 -51,66078378151116 73,78286064853424 -75,54715456943919 -12,952253706381676 -17,718723540788787 -26,27609717206935 -154,50266936851122 -99,7468773708469 31,75573918512286 -20,8598740721226 -18,961064094945307 
-142,92411072203723 -45,14510333804869 -42,19025396824365 83,87608479745566 146,38105784351814 -85,19125904550722 47,68605365948738 -86,4292385352319 -78,67029781198696 18,84191504472646 453,5068587492522 -16,98022006546526 142,01558109570595 -6,722752656149539 -51,403764956727535 75,28863331483086 -75,17129807904398 -12,887814633215601 -37,53106819978984 -26,145370320467023 -153,733999371653 -99,25062424959894 32,40381549502332 -20,756093604102094 -18,866730442731654 
-142,9241107220372 -45,145103338048685 -42,190253968243645 83,87608479745566 146,38105784351814 -85,19125904550721 47,68605365948738 -86,42923853523189 -78,67029781198694 18,84191504472646 453,5068587492522 -16,980220065465257 142,01558109570595 -6,722752656149538 -51,40376495672753 75,28863331483086 -75,17129807904396 -12,8878146332156 -37,531068199789836 -26,14537032046702 -153,73399937165297 -99,25062424959893 32,40381549502332 -20,75609360410209 -18,86673044273165 
-142,92411072203723 -45,14510333804869 -42,19025396824365 83,87608479745566 146,38105784351814 -85,19125904550722 47,68605365948738 -86,4292385352319 -78,67029781198696 18,84191504472646 453,5068587492522 -16,98022006546526 142,01558109570595 -6,72275265614954 -51,40376495672754 75,28863331483086 -75,17129807904398 -12,887814633215603 -37,53106819978984 -26,145370320467027 -153,733999371653 -99,25062424959896 32,40381549502332 -20,756093604102094 -18,866730442731654 
-142,9241107220372 -45,145103338048685 -42,190253968243645 83,87608479745566 146,38105784351814 -85,19125904550721 47,68605365948738 -86,42923853523189 -78,67029781198694 18,84191504472646 453,5068587492522 -16,980220065465257 142,01558109570595 -6,722752656149538 -51,40376495672753 75,28863331483086 -75,17129807904396 -12,8878146332156 -37,531068199789836 -26,14537032046702 -153,73399937165297 -99,25062424959893 32,40381549502332 -20,75609360410209 -18,86673044273165 
-142,92411072203723 -45,14510333804869 -42,19025396824365 83,87608479745566 146,38105784351814 -85,19125904550722 47,68605365948738 -86,4292385352319 -78,67029781198696 18,84191504472646 453,5068587492522 -16,98022006546526 142,01558109570595 -6,72275265614954 -51,40376495672754 75,28863331483086 -75,17129807904398 -12,887814633215603 -37,53106819978984 -26,145370320467027 -153,733999371653 -99,25062424959896 32,40381549502332 -20,756093604102094 -18,866730442731654 
-123,74381880695863 -39,086669556752106 -79,81840170410705 83,87608479745566 146,38105784351814 -73,75866584026598 47,68605365948738 -118,1205528443566 -68,11281195843026 18,84191504472646 453,5068587492522 -14,701489234169054 142,01558109570595 -5,820565070259341 -44,505424204958906 75,28863331483086 -65,08337496021122 -11,158281067719136 -32,49443134180938 -22,63668426014461 -176,39307304905017 -90,26028073558349 32,40381549502332 -17,9706438130754 -16,334831552148614 
-123,74381880695863 -39,086669556752106 -79,81840170410705 83,87608479745566 146,38105784351814 -73,75866584026598 47,68605365948738 -118,1205528443566 -68,11281195843026 18,84191504472646 453,5068587492522 -14,701489234169054 142,01558109570595 -5,820565070259341 -44,505424204958906 75,28863331483086 -65,08337496021122 -11,158281067719136 -32,49443134180938 -22,63668426014461 -176,39307304905017 -90,26028073558349 32,40381549502332 -17,9706438130754 -16,334831552148614 
-123,74381880695863 -39,086669556752106 -79,81840170410705 83,87608479745566 146,38105784351814 -73,75866584026598 47,68605365948738 -118,1205528443566 -68,11281195843026 18,84191504472646 453,5068587492522 -14,701489234169054 142,01558109570595 -5,820565070259341 -44,505424204958906 75,28863331483086 -65,08337496021122 -11,158281067719136 -32,49443134180938 -22,63668426014461 -176,39307304905017 -90,26028073558349 32,40381549502332 -17,9706438130754 -16,334831552148614 
-123,74381880695863 -39,086669556752106 -79,81840170410705 83,87608479745566 146,38105784351814 -73,75866584026598 47,68605365948738 -118,1205528443566 -68,11281195843026 18,84191504472646 453,5068587492522 -14,701489234169054 142,01558109570595 -5,820565070259341 -44,505424204958906 75,28863331483086 -65,08337496021122 -11,158281067719136 -32,49443134180938 -22,63668426014461 -176,39307304905017 -90,26028073558349 32,40381549502332 -17,9706438130754 -16,334831552148614 
-123,74381880695863 -39,086669556752106 -79,81840170410705 83,87608479745566 146,38105784351814 -73,75866584026598 47,68605365948738 -118,1205528443566 -68,11281195843026 18,84191504472646 453,5068587492522 -14,701489234169054 142,01558109570595 -5,820565070259341 -44,505424204958906 75,28863331483086 -65,08337496021122 -11,158281067719136 -32,49443134180938 -22,63668426014461 -176,39307304905017 -90,26028073558349 32,40381549502332 -17,9706438130754 -16,334831552148614 
-116,1913791614635 -36,70109817535409 -74,9468560601944 83,87608479745566 146,38105784351814 -64,56212754954552 47,68605365948738 -110,91131722474798 -63,95569197974672 18,84191504472646 453,5068587492522 -13,804215243351225 142,01558109570595 -5,465319314797503 -41,7891307088816 75,28863331483086 -61,11115019738143 -10,47725921851562 -30,511203137849183 -21,25510259168508 -165,6272986376058 -131,69979411791877 32,40381549502332 -16,873843955939343 -34,11721272502217 
-116,1913791614635 -36,70109817535409 -74,9468560601944 83,87608479745566 146,38105784351814 -64,56212754954552 47,68605365948738 -110,91131722474798 -63,95569197974672 18,84191504472646 453,5068587492522 -13,804215243351225 142,01558109570595 -5,465319314797503 -41,7891307088816 75,28863331483086 -61,11115019738143 -10,47725921851562 -30,511203137849183 -21,25510259168508 -165,6272986376058 -131,69979411791877 32,40381549502332 -16,873843955939343 -34,11721272502217 
-116,1913791614635 -36,70109817535409 -74,9468560601944 83,87608479745566 146,38105784351814 -64,56212754954552 47,68605365948738 -110,91131722474798 -63,95569197974672 18,84191504472646 453,5068587492522 -13,804215243351225 142,01558109570595 -5,465319314797503 -41,7891307088816 75,28863331483086 -61,11115019738143 -10,47725921851562 -30,511203137849183 -21,25510259168508 -165,6272986376058 -131,69979411791877 32,40381549502332 -16,873843955939343 -34,11721272502217 
-116,1913791614635 -36,70109817535409 -74,9468560601944 83,87608479745566 146,38105784351814 -64,56212754954552 47,68605365948738 -110,91131722474798 -63,95569197974672 18,84191504472646 453,5068587492522 -13,804215243351225 142,01558109570595 -5,465319314797503 -41,7891307088816 75,28863331483086 -61,11115019738143 -10,47725921851562 -30,511203137849183 -21,25510259168508 -165,6272986376058 -131,69979411791877 32,40381549502332 -16,873843955939343 -34,11721272502217 
-116,1913791614635 -36,70109817535409 -74,9468560601944 83,87608479745566 146,38105784351814 -64,56212754954552 47,68605365948738 -110,91131722474798 -63,95569197974672 18,84191504472646 453,5068587492522 -13,804215243351225 142,01558109570595 -5,465319314797503 -41,7891307088816 75,28863331483086 -61,11115019738143 -10,47725921851562 -30,511203137849183 -21,25510259168508 -165,6272986376058 -131,69979411791877 32,40381549502332 -16,873843955939343 -34,11721272502217 
-108,5900739826762 -34,300091752667385 -116,77276267307892 85,58784163005679 149,36842637093685 -60,33843696219209 48,65923842804834 -122,34702544368972 -59,77167474742685 19,22644392319026 442,3539374992369 -12,901135741449746 144,91385826092443 -5,1077750605584145 -39,05526234474917 76,82513603554169 -57,113224483534054 -9,791831045341702 -28,515143119485224 -19,86458186138793 -154,79186788561293 -123,0839197363727 33,06511785206461 -15,769947622373222 -31,885245537403904 
-108,59007398267617 -34,30009175266738 -116,77276267307889 85,58784163005679 149,36842637093685 -60,33843696219208 48,65923842804834 -122,34702544368969 -59,771674747426836 19,22644392319026 442,3539374992369 -12,901135741449743 144,91385826092443 -5,107775060558414 -39,05526234474916 76,82513603554169 -57,11322448353404 -9,7918310453417 -28,515143119485217 -19,864581861387926 -154,7918678856129 -123,08391973637268 33,06511785206461 -15,769947622373218 -31,885245537403897 
-108,5900739826762 -34,300091752667385 -116,77276267307892 85,58784163005679 149,36842637093685 -60,33843696219209 48,65923842804834 -122,34702544368972 -59,77167474742685 19,22644392319026 442,3539374992369 -12,901135741449746 144,91385826092443 -5,1077750605584145 -39,05526234474917 76,82513603554169 -57,113224483534054 -9,791831045341702 -28,515143119485224 -19,86458186138793 -154,79186788561293 -123,0839197363727 33,06511785206461 -15,769947622373222 -31,885245537403904 
-108,59007398267617 -34,30009175266738 -116,77276267307889 85,58784163005679 149,36842637093685 -60,33843696219208 48,65923842804834 -122,34702544368969 -59,771674747426836 19,22644392319026 442,3539374992369 -12,901135741449743 144,91385826092443 -5,107775060558414 -39,05526234474916 76,82513603554169 -57,11322448353404 -9,7918310453417 -28,515143119485217 -19,864581861387926 -154,7918678856129 -123,08391973637268 33,06511785206461 -15,769947622373218 -31,885245537403897 
-108,5900739826762 -34,300091752667385 -116,77276267307892 85,58784163005679 149,36842637093685 -60,33843696219209 48,65923842804834 -122,34702544368972 -59,77167474742685 19,22644392319026 442,3539374992369 -12,901135741449746 144,91385826092443 -5,1077750605584145 -39,05526234474917 76,82513603554169 -57,113224483534054 -9,791831045341702 -28,515143119485224 -19,86458186138793 -154,79186788561293 -123,0839197363727 33,06511785206461 -15,769947622373222 -31,885245537403904 
-100,0826846441187 -31,61288265347532 -107,62430812503851 86,01761933607708 150,11847706055508 -55,611277687954285 48,903579861013704 -112,76186041258455 -55,08891793693689 -28,362630167328188 444,57520931643273 -11,890408143275327 145,64154042217262 -4,707611127519038 -54,428632204156514 57,11048236680224 -52,638741510630155 -9,024699060024277 -26,28115049322685 -18,3083094900344 -188,74763760217755 -113,44102340056087 33,23115370749808 34,40193792944848 -29,387225340958754 
-100,08268464411869 -31,612882653475317 -107,6243081250385 86,01761933607708 150,11847706055508 -55,61127768795428 48,903579861013704 -112,76186041258454 -55,08891793693688 -28,362630167328184 444,57520931643273 -11,890408143275325 145,64154042217262 -4,707611127519037 -54,42863220415651 57,11048236680224 -52,63874151063015 -9,024699060024275 -26,281150493226846 -18,308309490034397 -188,74763760217752 -113,44102340056085 33,23115370749808 34,40193792944848 -29,38722534095875 
-100,08268464411869 -31,612882653475317 -107,6243081250385 86,01761933607708 150,11847706055508 -55,61127768795428 48,903579861013704 -112,76186041258454 -55,08891793693688 -28,362630167328184 444,57520931643273 -11,890408143275325 145,64154042217262 -4,707611127519037 -54,42863220415651 57,11048236680224 -52,63874151063015 -9,024699060024275 -26,281150493226846 -18,308309490034397 -188,74763760217752 -113,44102340056085 33,23115370749808 34,40193792944848 -29,38722534095875 
-100,08268464411869 -31,612882653475317 -107,6243081250385 86,01761933607708 150,11847706055508 -55,61127768795428 48,903579861013704 -112,76186041258454 -55,08891793693688 -28,362630167328184 444,57520931643273 -11,890408143275325 145,64154042217262 -4,707611127519037 -54,42863220415651 57,11048236680224 -52,63874151063015 -9,024699060024275 -26,281150493226846 -18,308309490034397 -188,74763760217752 -113,44102340056085 33,23115370749808 34,40193792944848 -29,38722534095875 
