451,0
445,5900991565411
445,59009915654104
445,59009915654104
462,7004750924806
462,7004750924804
444,6575338332971
444,6575338332972
387,7019391107633
384,02652856064583
384,0265285606456
384,0265285606459
352,5599296045078
352,5599296045078
242,43308367021427
394,48136535750865
311,2119738081366
311,2119738081364
311,2119738081366
393,26389052883326
393,26389052883314
393,26389052883314
393,26389052883314
393,26389052883314
333,45827289647656
400,95131410546384
400,951314105464
400,95131410546384
400,95131410546384
356,9738317353666
356,97383173536673
356,9738317353666
356,9738317353666
356,97383173536673
380,1390794051516
380,1390794051518
380,1390794051516
344,2067392658624
344,2067392658624
360,68128906615203
360,68128906615203
360,68128906615203
310,09829146338893
310,09829146338893
310,4308501299578
276,2305773435995
276,2305773435993
275,16884779902097
275,1688477990208
306,5598963808719
268,1123953599349
268,1123953599349
268,1123953599349
268,1123953599349
224,34377746560233
224,34377746560224
224,34377746560233
224,34377746560224
224,34377746560233
161,44563655992096
161,44563655992113
161,445636559921
161,44563655992113
161,445636559921
96,68029336985944
96,6802933698596
96,68029336985941
96,68029336985958
96,6802933698595
22,340433251124807
22,340433251124693
22,340433251124807
22,340433251124693
22,340433251124807
12,032503255112758
12,032503255112942
12,032503255112829
12,032503255112829
12,032503255112829
-97,50767405671593
-97,50767405671597
-97,50767405671597
-97,50767405671591
-97,50767405671593
-119,44494023363076
-119,44494023363069
-119,44494023363069
-119,44494023363069
-119,44494023363069
-89,74430548154845
-89,74430548154845
-89,74430548154845
288,10874771444446
288,1087477144446
231,01703277620382
176,60362439706716
176,6036243970671
176,6036243970671
176,6036243970671
165,53920427896892
165,53920427896884
165,53920427896884
165,53920427896884
227,89235799476523
212,7943038188491
212,79430381884893
210,37119217539316
166,45283333071086
166,45283333071103
137,55387425288336
137,55387425288336
137,55387425288336
137,55387425288336
137,55387425288336
109,50377648816314
109,50377648816314
109,50377648816314
109,50377648816314
109,50377648816314
131,7066771766987
131,7066771766987
131,7066771766987
131,7066771766987
131,7066771766987
122,6888475223174
122,6888475223174
122,6888475223174
122,6888475223174
122,6888475223174
112,20144554318226
112,20144554318226
112,20144554318226
112,20144554318226
112,20144554318226
141,00213964746231
141,0021396474619
141,00213964746226
141,0021396474622
141,0021396474622
106,24234716812191
106,24234716812191
106,24234716812191
106,24234716812191
106,24234716812191
93,37536034256804
93,37536034256793
93,37536034256804
93,37536034256793
93,37536034256804
92,88250604611451
92,88250604611451
92,88250604611451
92,88250604611451
92,88250604611451
85,5773906402913
85,57739064029097
85,5773906402913
85,57739064029103
85,57739064029113
73,43299767424315
73,43299767424325
73,43299767424315
73,43299767424325
73,43299767424315
35,29856208497773
35,298562084977505
35,29856208497773
35,298562084977505
35,298562084977505
33,77783524243084
33,77783524243098
33,777835242430754
33,77783524243098
33,777835242430754
42,76748200100282
42,76748200100282
42,76748200100282
